,#,Вилоят,Туман(шахар),Мутахассислик,Корхона номи,СТИР(ИНН),Маош,Ставка,Бўш иш ўринлари сони,Вакансия эълон қилинган сана
634,635,Сурхондарё вилояти,Термиз шаҳар,Иқтисодий тахлилчи (бизнес-тахлилчи) / Аналитик экономический (бизнес-аналитик),ТЕРМИЗ ШАХАР ДАВЛАТ 9-ИХТИСОСЛАШТИРИЛГАН ДАВЛАТ УМУМТАЛИМ М,201999429,126000,0.25,1,2019-10-31
635,636,Тошкент шаҳри,Шайхонтохур тумани,Бош мутахассис / Главный специалист,ГОС.ИНСПЕКЦИЯ САНОАТ КОНТЕХ НА,200936657,1790108,1.0,1,2019-10-31
636,637,Хоразм вилояти,Урганч шаҳар,Арматура тўрлари ва каркасларини пайвандловчи / Сварщик арматурных сеток и каркасов,УРГАНЧСУВКУРИЛИШУНИТАР КОРХО,202186735,1400000,1.0,4,2019-10-31
637,638,Тошкент шаҳри,Юнусобод тумани,Юрист / Юрист,2-BOLALAR STOMATOLOGIYA POLIK,203363919,557166,0.5,1,2019-10-31
638,639,Тошкент шаҳри,Шайхонтохур тумани,Гардеробчи / Гардеробщик,O`ZB.MILLIY AKADEM.DRAMA TEATR,200936317,634889,1.0,2,2019-10-31
639,640,Наманган вилояти,Тўрақўрғон тумани,Тарбиячи / Воспитатель,ДОУ 31 - SONLI,305361798,808000,0.5,1,2019-10-31
640,641,Тошкент шаҳри,Юнусобод тумани,Умумтаълим мактабларининг юқори синфлари ўқитувчиси / Учитель старших классов обшеобразовательных школ,246-SONLI O RTA MAKTABI,204784615,1776040,1.0,2,2019-10-31
641,642,Хоразм вилояти,Урганч шаҳар,Арматурачи / Арматурщик,УРГАНЧСУВКУРИЛИШУНИТАР КОРХО,202186735,1400000,1.0,4,2019-10-31
642,643,Тошкент шаҳри,Юнусобод тумани,Хўжалик бекаси / Кастелянша,2-BOLALAR STOMATOLOGIYA POLIK,203363919,334166,0.5,1,2019-10-31
643,644,Қорақалпоғистон Республикаси,Амударё тумани,қозончи / Котельщик,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""MANGIT INVEST PLYS""",301655584,320000,0.5,3,2019-10-31
644,645,Тошкент шаҳри,Шайхонтохур тумани,Балет бўйича репетитор / Репетитор по балету,O`ZB.MILLIY AKADEM.DRAMA TEATR,200936317,2274740,1.0,1,2019-10-31
645,646,Тошкент шаҳри,Юнусобод тумани,Умумтаълим мактабларининг юқори синфлари ўқитувчиси / Учитель старших классов обшеобразовательных школ,246-SONLI O RTA MAKTABI,204784615,888020,0.5,1,2019-10-31
646,647,Тошкент шаҳри,Юнусобод тумани,Психолог / Главный психолог,TOSH.PEDIATRIYA TIBBIYOT INSTITUTI,201122783,1478307,1.0,1,2019-10-31
647,648,Тошкент шаҳри,Шайхонтохур тумани,Мухандис-кимёгар / Инженер-химик,ГОС.ИНСПЕКЦИЯ САНОАТ КОНТЕХ НА,200936657,2276299,1.0,1,2019-10-31
648,649,Сурхондарё вилояти,Бойсун тумани,ўқитувчи / Учитель,22-СОНЛИ УУТ МАКТАБИ,206862818,400000,0.25,1,2019-10-31
649,650,Тошкент шаҳри,Юнусобод тумани,кўча тозаловчи / Дворник,2-BOLALAR STOMATOLOGIYA POLIK,203363919,334166,0.5,1,2019-10-31
650,651,Бухоро вилояти,Пешку туман,Ёрдамчи ишчи / Разнорабочий,"""OPTIMAL KIMYO"" МАСЪУЛИЯТИ ЧЕКЛАНГАН ЖАМИЯТИ",302990231,800000,1.0,7,2019-10-31
651,652,Тошкент шаҳри,Юнусобод тумани,Умумтаълим мактабларининг юқори синфлари ўқитувчиси / Учитель старших классов обшеобразовательных школ,246-SONLI O RTA MAKTABI,204784615,1776040,1.0,4,2019-10-31
652,653,Тошкент шаҳри,Юнусобод тумани,Юрист / Юрист,TOSH.PEDIATRIYA TIBBIYOT INSTITUTI,201122783,1239694,1.0,1,2019-10-31
653,654,Тошкент шаҳри,Шайхонтохур тумани,"Реакторни (жадаллаштирувчини, ядро физикаси қурилмасини) бошқариш бўйича муҳандис / Инженер по управлению реактором (ускорителем, ядерно-физической установкой)",ГОС.ИНСПЕКЦИЯ САНОАТ КОНТЕХ НА,200936657,1790108,1.0,3,2019-10-31
654,655,Самарқанд вилояти,Каттақўрғон шаҳар,ўқитувчи / Учитель,15-УРТА МАКТАБ,300471063,1776040,1.0,5,2019-10-31
655,656,Сурхондарё вилояти,Бойсун тумани,ўқитувчи / Учитель,22-СОНЛИ УУТ МАКТАБИ,206862818,900000,0.5,1,2019-10-31
656,657,Тошкент шаҳри,Юнусобод тумани,Бўлим бошлиғи (давлат ва хўжалик бошқарув органида / Начальник отдела (органа государственного и хозяйственного управления),ЮHУСОБОД ТУМАНИ ДАВЛАТ СОЛИК  ИНСПЕКЦИЯСИ,201122578,2800000,1.0,2,2019-10-31
657,658,Тошкент шаҳри,Юнусобод тумани,Техника хавфсизлиги бўйича муҳандис / Инженер по технике безопасности,2-BOLALAR STOMATOLOGIYA POLIK,203363919,367616,0.5,1,2019-10-31
658,659,Қорақалпоғистон Республикаси,Нукус тумани,Умумтаълим мактабларининг юқори синфлари ўқитувчиси / Учитель старших классов обшеобразовательных школ,N31 САНЛЫ ОРТА МЕКТЕП.,206871102,1000080,1.0,2,2019-10-31
659,660,Сурхондарё вилояти,Термиз шаҳар,Тақсимловчи тармоқларга хизмат кўрсатувчи электромонтер / Электромонтер по эксплуатации распределительных сетей,СУРХОНДАРЁ ХЭТК АЖ,200475661,752765,1.0,1,2019-10-31
660,661,Тошкент шаҳри,Юнусобод тумани,Умумтаълим мактабларининг юқори синфлари ўқитувчиси / Учитель старших классов обшеобразовательных школ,246-SONLI O RTA MAKTABI,204784615,888020,0.5,1,2019-10-31
661,662,Тошкент шаҳри,Юнусобод тумани,Маънавият ва маърифат масалалари бўйича йўриқчи-услубчи / Инструктор-методист по вопросам духовности и просветительства,TOSH.PEDIATRIYA TIBBIYOT INSTITUTI,201122783,698709,0.5,1,2019-10-31
662,663,Тошкент шаҳри,Шайхонтохур тумани,Технологик жихозлар бўйича бош мутахассис / Главный специалист по технологическому оборудованию,ГОС.ИНСПЕКЦИЯ САНОАТ КОНТЕХ НА,200936657,1673671,1.0,1,2019-10-31
663,664,Хоразм вилояти,Хива шаҳар,ўқитувчи / Учитель,12-СОНЛИ УМУМИЙ УРТА ТАЪЛИМ   МАКТАБИ,203274284,1500000,1.0,3,2019-10-31
664,665,Сурхондарё вилояти,Бойсун тумани,Кутубхоначи / Библиотекарь,22-СОНЛИ УУТ МАКТАБИ,206862818,350000,0.5,1,2019-10-31
665,666,Тошкент шаҳри,Юнусобод тумани,Бўлим бошлиғи ўринбосари / Заместитель начальника отдела,ЮHУСОБОД ТУМАНИ ДАВЛАТ СОЛИК  ИНСПЕКЦИЯСИ,201122578,2500000,1.0,1,2019-10-31
666,667,Хоразм вилояти,Хива тумани,ўқитувчи / Учитель,27-СОН УМ УРТА ТАЪЛИМ МАКТАБИ,206908156,1776040,1.0,1,2019-10-31
667,668,Тошкент шаҳри,Юнусобод тумани,Химик / Химик,246-SONLI O RTA MAKTABI,204784615,888020,0.5,1,2019-10-31
668,669,Тошкент шаҳри,Юнусобод тумани,Бўлим бошлиғи (маиший ва коммунал хизмат кўрсатишда) / Геолог участка (участковый геолог),TOSH.PEDIATRIYA TIBBIYOT INSTITUTI,201122783,1120077,1.0,3,2019-10-31
669,670,Тошкент шаҳри,Шайхонтохур тумани,"Реакторни (жадаллаштирувчини, ядро физикаси қурилмасини) бошқариш бўйича муҳандис / Инженер по управлению реактором (ускорителем, ядерно-физической установкой)",ГОС.ИНСПЕКЦИЯ САНОАТ КОНТЕХ НА,200936657,1673671,1.0,7,2019-10-31
670,671,Хоразм вилояти,Хива шаҳар,ўқитувчи / Учитель,12-СОНЛИ УМУМИЙ УРТА ТАЪЛИМ   МАКТАБИ,203274284,2500000,1.0,1,2019-10-31
671,672,Сурхондарё вилояти,Бойсун тумани,ўт ёқувчи / Истопник,22-СОНЛИ УУТ МАКТАБИ,206862818,600000,1.0,2,2019-10-31
672,673,Тошкент шаҳри,Юнусобод тумани,Электр устаси / Крановой электрик,ЮHУСОБОД ТУМАНИ ДАВЛАТ СОЛИК  ИНСПЕКЦИЯСИ,201122578,735231,1.0,1,2019-10-31
673,674,Қорақалпоғистон Республикаси,Чимбой тумани,Ишлаб чиқариш ҳаммомлари ишчиси / Рабочий производственных бань,ЯТТ Жиемуратов Манас ,603388265,600000,1.0,1,2019-10-31
674,675,Хоразм вилояти,Хива тумани,ўқитувчи / Учитель,27-СОН УМ УРТА ТАЪЛИМ МАКТАБИ,206908156,888000,0.5,1,2019-10-31
675,676,Тошкент шаҳри,Юнусобод тумани,Умумтаълим мактабларининг юқори синфлари ўқитувчиси / Учитель старших классов обшеобразовательных школ,246-SONLI O RTA MAKTABI,204784615,1776040,1.0,2,2019-10-31
676,677,Тошкент шаҳри,Юнусобод тумани,Услубчи / Методист,TOSH.PEDIATRIYA TIBBIYOT INSTITUTI,201122783,868495,1.0,10,2019-10-31
677,678,Тошкент шаҳри,Шайхонтохур тумани,Транспорт бўйича мухандис / Инженер по транспорту,ГОС.ИНСПЕКЦИЯ САНОАТ КОНТЕХ НА,200936657,1448796,1.0,1,2019-10-31
678,679,Қорақалпоғистон Республикаси,Қонликўл тумани,ўт ёқувчи / Истопник,1-САНЛЫ МЕКТЕПКЕ ШЕКЕМГИ БИЛИМЛЕНДИРИУ МЕКЕМЕСИ,207012322,613000,1.0,1,2019-10-31
679,680,Самарқанд вилояти,Пахтачи тумани,Хизмат хоналари фарроши / Уборщик служебных помещений,ПАХТАЧИ ТУМАНИ ФЕНИКС МАЪСУЛИЯТИ ЧЕКЛАНГАН ЖАМИЯТИ,203684123,700000,1.0,2,2019-10-31
680,681,Самарқанд вилояти,Каттақўрғон шаҳар,Ёрдамчи ишчи / Подсобный рабочий,ILYOS OXALIGIPS SERVIS Х К,301289952,900000,1.0,10,2019-10-31
681,682,Хоразм вилояти,Хива тумани,ўқитувчи / Учитель,27-СОН УМ УРТА ТАЪЛИМ МАКТАБИ,206908156,444000,0.25,1,2019-10-31
682,683,Хоразм вилояти,Қўшкўпир тумани,Психолог / Главный психолог,18-СОН  ФАРОГАТ М-ГАЧА Т.МУАСС,207036237,659874,0.5,1,2019-10-31
683,684,Тошкент шаҳри,Олмазор тумани,"Тиббий препаратлар, ярим тайёр маҳсулотлар ва буюмларни қолипловчи / Формовщик медицинских препаратов, полуфабрикатов и изделий",SHAYANA FARM                  MAS ULIYATI CHEKLANGAN JAMIYAT,204233778,1100000,1.0,2,2019-10-31
684,685,Тошкент шаҳри,Юнусобод тумани,Умумтаълим мактабларининг юқори синфлари ўқитувчиси / Учитель старших классов обшеобразовательных школ,246-SONLI O RTA MAKTABI,204784615,888020,0.5,1,2019-10-31
